1, 0.01106 0.023095 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.287043 0.006321 0.009171 0. 0. 0.07911;
2, 0.018079 0.064756 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.415749 0.003725 0.014924 0. 0. 0.127009;
3, 0.018079 0.064756 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.415749 0.003725 0.014924 0. 0. 0.127009;
4, 0.016921 0.090416 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.618353 0.005086 0.023156 0. 0. 0.175333;
5, 0.02214 0.097742 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.663702 0.00298 0.026935 0. 0. 0.173559;
6, 0.005258 0.061513 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.552252 0.004926 0.016713 0. 0. 0.134939;
7, 0.016436 0.042423 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.323629 0.006036 0.003093 0. 0. 0.092086;
8, 0.018756 0.038169 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.291187 0.006692 0.002565 0. 0. 0.08851;
9, 0.018756 0.038169 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.291187 0.006692 0.002565 0. 0. 0.08851;
10, 0.016861 0.025242 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.437854 0.014432 0.001435 0. 0. 0.116427;
11, 0.023042 0.033518 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.560279 0.014243 0.002852 0. 0. 0.147706;
12, 0.008035 0.025276 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.548465 0.012777 0.005079 0. 0. 0.110117;
13, 0.008035 0.025276 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.548465 0.012777 0.005079 0. 0. 0.110117;
14, 0.014153 0.006496 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.256702 0.005124 0.006527 0. 0. 0.036087;
15, 0.012702 0.0572 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.334731 0.007343 0.007331 0. 0. 0.042621;
16, 0.005538 0.019663 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.332214 0.001787 0.010164 0. 0. 0.035523;
17, 0.014628 0.016766 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.176385 0.003536 0.010601 0. 0. 0.023903;
18, 0.013185 0.016201 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.108308 0.003848 0.007954 0. 0. 0.01758;
19, 0.013185 0.016201 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.108308 0.003848 0.007954 0. 0. 0.01758;
20, 0.018024 0.02083 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.20381 0.002381 0.008525 0. 0. 0.018565;
21, 0.012969 0.003824 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.362098 0.002424 0.005047 0. 0. 0.020354;
22, 0.012969 0.003824 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.362098 0.002424 0.005047 0. 0. 0.020354;
23, 0.012864 0.050045 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.322992 0.002445 0.001617 0. 0. 0.001669;
24, 0.013892 0.056377 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.479865 0.010593 0.008556 0. 0. 0.003795;
25, 0.005047 0.04171 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.493209 0.008843 0.019981 0. 0. 0.00329;
26, 0.002563 0.010569 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.338566 0.005047 0.024796 0. 0. 0.008762;
27, 0.005828 0.010698 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.336619 0.006351 0.019495 0. 0. 0.01272;
28, 0.005828 0.010698 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.336619 0.006351 0.019495 0. 0. 0.01272;
29, 0.004622 0.014454 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.576631 0.020047 0.006585 0. 0. 0.028721;
