1, 0. 0.036595 0.082316 0.110925 0.020261 0.099786 0.003654 0.371994 0.307553 0.129996 0.008546 0. 0.518551 0. 0.009898 0.430742 0.030401 0.026321 0.290235 0.390559 0.007127 0.432391 0.333675 0.0065 0.009045 0.045965 0.149878 0.041545 0.077726 0.;
2, 0. 0.036595 0.082316 0.110925 0.020261 0.099786 0.003654 0.371994 0.307553 0.129996 0.008546 0. 0.518551 0. 0.009898 0.430742 0.030401 0.026321 0.290235 0.390559 0.007127 0.432391 0.333675 0.0065 0.009045 0.045965 0.149878 0.041545 0.077726 0.;
3, 0. 0.037133 0.096538 0.116843 0.017778 0.101968 0.003935 0.384448 0.31986 0.129996 0.010603 0. 0.520881 0. 0.008961 0.456507 0.026893 0.026991 0.299868 0.388264 0.006712 0.432391 0.345038 0.006041 0.008407 0.045524 0.16544 0.035706 0.079813 0.;
4, 0. 0.037133 0.096538 0.116843 0.017778 0.101968 0.003935 0.384448 0.31986 0.129996 0.010603 0. 0.520881 0. 0.008961 0.456507 0.026893 0.026991 0.299868 0.388264 0.006712 0.432391 0.345038 0.006041 0.008407 0.045524 0.16544 0.035706 0.079813 0.;
5, 0. 0.037133 0.096538 0.116843 0.017778 0.101968 0.003935 0.384448 0.31986 0.129996 0.010603 0. 0.520881 0. 0.008961 0.456507 0.026893 0.026991 0.299868 0.388264 0.006712 0.432391 0.345038 0.006041 0.008407 0.045524 0.16544 0.035706 0.079813 0.;
6, 0. 0.037133 0.096538 0.116843 0.017778 0.101968 0.003935 0.384448 0.31986 0.129996 0.010603 0. 0.520881 0. 0.008961 0.456507 0.026893 0.026991 0.299868 0.388264 0.006712 0.432391 0.345038 0.006041 0.008407 0.045524 0.16544 0.035706 0.079813 0.;
7, 0. 0.037133 0.096538 0.116843 0.017778 0.101968 0.003935 0.384448 0.31986 0.129996 0.010603 0. 0.520881 0. 0.008961 0.456507 0.026893 0.026991 0.299868 0.388264 0.006712 0.432391 0.345038 0.006041 0.008407 0.045524 0.16544 0.035706 0.079813 0.;
8, 0. 0.052344 0.12998 0.146715 0.012664 0.104689 0.003648 0.404671 0.290099 0.129996 0.012705 0. 0.510947 0. 0.007427 0.467634 0.023183 0.031287 0.344016 0.398745 0.006707 0.432391 0.357629 0.007084 0.006513 0.048396 0.201903 0.032617 0.079437 0.;
9, 0. 0.052344 0.12998 0.146715 0.012664 0.104689 0.003648 0.404671 0.290099 0.129996 0.012705 0. 0.510947 0. 0.007427 0.467634 0.023183 0.031287 0.344016 0.398745 0.006707 0.432391 0.357629 0.007084 0.006513 0.048396 0.201903 0.032617 0.079437 0.;
10, 0. 0.052344 0.12998 0.146715 0.012664 0.104689 0.003648 0.404671 0.290099 0.129996 0.012705 0. 0.510947 0. 0.007427 0.467634 0.023183 0.031287 0.344016 0.398745 0.006707 0.432391 0.357629 0.007084 0.006513 0.048396 0.201903 0.032617 0.079437 0.;
11, 0. 0.052344 0.12998 0.146715 0.012664 0.104689 0.003648 0.404671 0.290099 0.129996 0.012705 0. 0.510947 0. 0.007427 0.467634 0.023183 0.031287 0.344016 0.398745 0.006707 0.432391 0.357629 0.007084 0.006513 0.048396 0.201903 0.032617 0.079437 0.;
12, 0. 0.056668 0.186406 0.239983 0.008227 0.112067 0.003377 0.403261 0.313461 0.129996 0.013331 0. 0.48908 0. 0.005476 0.442191 0.033024 0.027281 0.398649 0.428485 0.005506 0.432391 0.347167 0.009492 0.006908 0.058394 0.240849 0.038067 0.084979 0.;
13, 0. 0.056668 0.186406 0.239983 0.008227 0.112067 0.003377 0.403261 0.313461 0.129996 0.013331 0. 0.48908 0. 0.005476 0.442191 0.033024 0.027281 0.398649 0.428485 0.005506 0.432391 0.347167 0.009492 0.006908 0.058394 0.240849 0.038067 0.084979 0.;
14, 0. 0.056668 0.186406 0.239983 0.008227 0.112067 0.003377 0.403261 0.313461 0.129996 0.013331 0. 0.48908 0. 0.005476 0.442191 0.033024 0.027281 0.398649 0.428485 0.005506 0.432391 0.347167 0.009492 0.006908 0.058394 0.240849 0.038067 0.084979 0.;
15, 0. 0.056668 0.186406 0.239983 0.008227 0.112067 0.003377 0.403261 0.313461 0.129996 0.013331 0. 0.48908 0. 0.005476 0.442191 0.033024 0.027281 0.398649 0.428485 0.005506 0.432391 0.347167 0.009492 0.006908 0.058394 0.240849 0.038067 0.084979 0.;
16, 0. 0.056668 0.186406 0.239983 0.008227 0.112067 0.003377 0.403261 0.313461 0.129996 0.013331 0. 0.48908 0. 0.005476 0.442191 0.033024 0.027281 0.398649 0.428485 0.005506 0.432391 0.347167 0.009492 0.006908 0.058394 0.240849 0.038067 0.084979 0.;
17, 0. 0.056931 0.200323 0.268925 0.008154 0.110001 0.003247 0.397138 0.326929 0.129996 0.013087 0. 0.494289 0. 0.00531 0.441653 0.032126 0.030736 0.414435 0.427578 0.006232 0.432391 0.338986 0.010127 0.00768 0.058556 0.242929 0.04593 0.086198 0.;
18, 0. 0.056931 0.200323 0.268925 0.008154 0.110001 0.003247 0.397138 0.326929 0.129996 0.013087 0. 0.494289 0. 0.00531 0.441653 0.032126 0.030736 0.414435 0.427578 0.006232 0.432391 0.338986 0.010127 0.00768 0.058556 0.242929 0.04593 0.086198 0.;
19, 0. 0.056931 0.200323 0.268925 0.008154 0.110001 0.003247 0.397138 0.326929 0.129996 0.013087 0. 0.494289 0. 0.00531 0.441653 0.032126 0.030736 0.414435 0.427578 0.006232 0.432391 0.338986 0.010127 0.00768 0.058556 0.242929 0.04593 0.086198 0.;
20, 0. 0.056931 0.200323 0.268925 0.008154 0.110001 0.003247 0.397138 0.326929 0.129996 0.013087 0. 0.494289 0. 0.00531 0.441653 0.032126 0.030736 0.414435 0.427578 0.006232 0.432391 0.338986 0.010127 0.00768 0.058556 0.242929 0.04593 0.086198 0.;
21, 0. 0.053322 0.225425 0.295812 0.010162 0.125315 0.004418 0.411729 0.352835 0.129996 0.015077 0. 0.502968 0. 0.010467 0.476066 0.028302 0.027284 0.436705 0.422277 0.020677 0.432391 0.328517 0.011208 0.015589 0.061315 0.231164 0.060869 0.109264 0.;
22, 0. 0.053322 0.225425 0.295812 0.010162 0.125315 0.004418 0.411729 0.352835 0.129996 0.015077 0. 0.502968 0. 0.010467 0.476066 0.028302 0.027284 0.436705 0.422277 0.020677 0.432391 0.328517 0.011208 0.015589 0.061315 0.231164 0.060869 0.109264 0.;
23, 0. 0.053322 0.225425 0.295812 0.010162 0.125315 0.004418 0.411729 0.352835 0.129996 0.015077 0. 0.502968 0. 0.010467 0.476066 0.028302 0.027284 0.436705 0.422277 0.020677 0.432391 0.328517 0.011208 0.015589 0.061315 0.231164 0.060869 0.109264 0.;
24, 0. 0.053322 0.225425 0.295812 0.010162 0.125315 0.004418 0.411729 0.352835 0.129996 0.015077 0. 0.502968 0. 0.010467 0.476066 0.028302 0.027284 0.436705 0.422277 0.020677 0.432391 0.328517 0.011208 0.015589 0.061315 0.231164 0.060869 0.109264 0.;
25, 0. 0.048567 0.230039 0.300363 0.010162 0.171315 0.008061 0.417454 0.386609 0.129996 0.017368 0. 0.498404 0. 0.010499 0.496931 0.036133 0.027284 0.435519 0.415606 0.025995 0.432391 0.343198 0.009124 0.018019 0.065536 0.239108 0.076969 0.126649 0.;
26, 0. 0.048567 0.230039 0.300363 0.012314 0.171315 0.008061 0.417454 0.386609 0.129996 0.017368 0. 0.498404 0. 0.010499 0.496931 0.036133 0.024301 0.435519 0.415606 0.028752 0.432391 0.343198 0.009124 0.018019 0.065536 0.239108 0.076969 0.126649 0.;
27, 0. 0.048567 0.230039 0.300363 0.012314 0.171315 0.008061 0.417454 0.386609 0.129996 0.017368 0. 0.498404 0. 0.010499 0.496931 0.036133 0.024301 0.435519 0.415606 0.028752 0.432391 0.343198 0.009124 0.018019 0.065536 0.239108 0.076969 0.126649 0.;
28, 0. 0.048567 0.230039 0.300363 0.012314 0.171315 0.008061 0.417454 0.386609 0.129996 0.017368 0. 0.498404 0. 0.010499 0.496931 0.036133 0.024301 0.435519 0.415606 0.028752 0.432391 0.343198 0.009124 0.018019 0.065536 0.239108 0.076969 0.126649 0.;
29, 0. 0.048567 0.230039 0.300363 0.012314 0.171315 0.008061 0.417454 0.386609 0.129996 0.017368 0. 0.498404 0. 0.010499 0.496931 0.036133 0.024301 0.435519 0.415606 0.028752 0.432391 0.343198 0.009124 0.018019 0.065536 0.239108 0.076969 0.126649 0.;
30, 0. 0.048502 0.243181 0.296549 0.016612 0.18715 0.009383 0.42404 0.386408 0.129996 0.017389 0. 0.492759 0. 0.011401 0.492657 0.04333 0.02404 0.437517 0.41996 0.029832 0.432391 0.348184 0.008358 0.0186 0.068007 0.246322 0.082668 0.132225 0.;
