1, 0. 0. 0.002426 0. 0.02985 0. 0.019528 0. 0.505966 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.;
2, 0. 0. 0.002756 0. 0.02985 0. 0.018691 0. 0.463523 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.;
3, 0. 0. 0.002958 0. 0. 0. 0.02442 0. 0.43286 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.;
4, 0. 0. 0.002477 0. 0. 0. 0.030776 0. 0.388328 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.;
5, 0. 0. 0.000579 0. 0.036748 0. 0.028926 0. 0.344123 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.;
6, 0. 0. 0.000579 0. 0.036748 0. 0.028926 0. 0.344123 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.;
7, 0. 0. 0.001208 0. 0.054465 0. 0.004925 0. 0.525977 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.;
8, 0. 0. 0.001208 0. 0.054465 0. 0.004925 0. 0.525977 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.;
9, 0. 0. 0.006709 0. 0.062766 0. 0.019781 0. 0.596782 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.;
10, 0. 0. 0.006709 0. 0.062766 0. 0.019781 0. 0.596782 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.;
11, 0. 0. 0.002715 0. 0.058351 0. 0.010252 0. 0.344677 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.;
12, 0. 0. 0.002715 0. 0.058351 0. 0.010252 0. 0.344677 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.;
13, 0. 0. 0.003467 0. 0.041009 0. 0.010376 0. 0.310791 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.;
14, 0. 0. 0.003467 0. 0.041009 0. 0.010376 0. 0.310791 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.;
